TAG EPC,Comments,Nivel_Tension,Tipo_Bandeja,ancho util,Width,error?,H tot,Numero_Tramo,Length,Circuito N°1,Circuito N°2,Circuito N°3,Circuito N°4,Circuito N°5,Circuito N°6,Circuito N°7,Circuito N°8,Circuito N°9,Circuito N°10,Circuito N°11,Circuito N°12,Circuito N°13,Circuito N°14,Circuito N°15,Circuito N°16,Circuito N°17,Circuito N°18,Circuito N°19,Circuito N°20,Circuito N°21,Circuito N°22,Circuito N°23,Circuito N°24,Circuito N°25,Circuito N°26,Circuito N°27,Circuito N°28,Circuito N°29,Circuito N°30,Circuito N°31,Circuito N°32,Circuito N°33,Circuito N°34,Circuito N°35,Circuito N°36,Circuito N°37,Circuito N°38,Circuito N°39,Circuito N°40,Circuito N°41,Circuito N°42,Circuito N°43,Circuito N°44,Circuito N°45,Circuito N°46,Circuito N°47,Circuito N°48,Circuito N°49,Circuito N°50,Circuito N°51,Circuito N°52,Circuito N°53,Circuito N°54,Circuito N°55,Circuito N°56,Circuito N°57,Circuito N°58,Circuito N°59,Circuito N°60,Circuito N°61,Circuito N°62,Circuito N°63,Circuito N°64,Circuito N°65,Circuito N°66,Circuito N°67,Circuito N°68,Circuito N°69,Circuito N°70,Circuito N°71,Circuito N°72,Circuito N°73,Circuito N°74,Circuito N°75,Circuito N°76,Circuito N°77,Circuito N°78,Circuito N°79,Circuito N°80,A C1,A C2,A C3,A C4,A C5,A C6,A C7,A C8,A C9,A C10,A C11,A C12,A C13,A C14,A C15,A C16,A C17,A C18,A C19,A C20,A C21,A C22,A C23,A C24,A C25,A C26,A C27,A C28,A C29,A C30,A C31,A C32,A C33,A C34,A C35,A C36,A C37,A C38,A C39,A C40,A C41,A C42,A C43,A C44,A C45,A C46,A C47,A C48,A C49,A C50,A C51,A C52,A C53,A C54,A C55,A C56,A C57,A C58,A C59,A C60,A C61,A C62,A C63,A C64,A C65,A C66,A C67,A C68,A C69,A C70,A C71,A C72,A C73,A C74,A C75,A C76,A C77,A C78,A C79,A C80
2A-P-E-900-324,2A,P,E,900,900 mm,"38,24%",1244,324,264,BDC E-1-j-1 / 22,BDC E-1-j-1 / 23,BDC E-1-j-1 / 24,BDC E-1-j-1 / 27,BDC E-1-j-1 / 28,USP-E-1-j-1-01-NA-1-1 / 40,ATS-CCNR-2A-01 / 01,ATS-CCNR-2A-01 / 03,CP-E-1-j-1-01 / 02,CP-E-1-j-1-01 / 04,PP-E-1-j-1-02 / 19,RP-E-1-j-1-02-a / 22,RP-E-1-j-1-02-a / 26,RP-E-1-j-1-02-a / 27,RP-E-1-j-1-02-a / 28,RP-E-1-j-1-02-a / 29,RP-E-1-j-1-02-a / 30,RP-E-1-j-1-02-a / 31,RP-E-1-j-1-02-a / 31,USP-E-1-j-1-01-NA-1-1-a / 07,USP-E-1-j-1-01-NA-1-1-a / 08,USP-E-1-j-1-01-NA-1-1-a / 09,USP-E-1-j-1-01-NA-1-1-a / 10,USP-E-1-j-1-01-NA-1-1-a / 11,USP-E-1-j-1-01-NA-1-1-a / 20,USP-E-1-j-1-01-NA-1-1-a / 21,USP-E-1-j-1-01-NA-1-1-a / 31,USP-E-1-j-1-01-NA-1-1-a / 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,5","58,8","159,6","159,6","159,6","47,7","117,6",0,"117,6","117,6","12,2","13,6","13,6","13,6","13,6","13,6","13,6","13,6","13,6","17,6",15,15,"13,6","13,6","11,2","12,2","11,2","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-300-210T010,2A,P,E,300,300 mm,"37,50%",413,210T010,582,BDC E-1-j-1 / 08,PP-E-1-j-1-01 / 01,PP-E-1-j-1-01 / 02,PP-E-1-j-1-01 / 03,PP-E-1-j-1-01-04,PP-E-1-j-1-01 / 05,PP-E-1-j-1-01 / 06,PP-E-1-j-1-01 / 07,PP-E-1-j-1-01 / 08,PP-E-1-j-1-01 / 09,PP-E-1-j-1-01 / 10,PP-E-1-j-1-01 / 11,PP-E-1-j-1-01 / 12,PP-E-1-j-1-01 / 13,PP-E-1-j-1-01 / 18,PP-E-1-j-1-01 / 19,PP-E-1-j-1-01 / 20,PP-E-1-j-1-01 / 21,PP-E-1-j-1-01 / 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,4","16,8","16,8","16,8",0,"20,4","20,4","20,4","16,8","16,8","16,8","16,8","35,1","16,8","17,6","11,2","12,2","13,6","31,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-T-600-332,2A,P,T,600,600 mm,"36,05%",816,332,1860,PP-F-1-j-1-06 / 25,PP-F-1-j-1-06 / 26,PP-F-1-j-1-06 / 27,PP-F-1-j-1-06 / 24,PP-F-1-j-1-06 / 16,PP-F-1-j-1-06 / 05,PP-F-1-j-1-06 / 07,PP-F-1-j-1-06 / 06,PP-F-1-j-1-06 / 08,PP-F-1-j-1-06 / 09,PP-F-1-j-1-06 / 14,PP-F-1-j-1-06 / 15,PP-F-1-j-1-06 / 20,PP-F-1-j-1-06 / 21,PP-F-1-j-1-06 / 22,PP-F-1-j-1-06 / 01,PP-F-1-j-1-06 / 02,PP-F-1-j-1-06 / 03,PP-F-1-j-1-06 / 04,PP-F-1-j-1-06 / 10,PP-F-1-j-1-06 / 11,PP-F-1-j-1-06 / 12,PP-F-1-j-1-06 / 13,PP-F-1-j-1-06 / 17,PP-F-1-j-1-06 / 18,PP-F-1-j-1-06 / 19,PP-F-1-j-1-07 / 01,PP-F-1-j-1-07 / 02,PP-F-1-j-1-07 / 03,PP-F-1-j-1-07 / 04,PP-F-1-j-1-07 / 05,PP-F-1-j-1-07 / 06,PP-F-1-j-1-07 / 07,PP-F-1-j-1-07 / 08,PP-F-1-j-1-07 / 09,PP-F-1-j-1-07 / 10,PP-F-1-j-1-07 / 11,PP-F-1-j-1-07 / 12,PP-F-1-j-1-07 / 13,PP-F-1-j-1-07 / 14,USP-F-1-j-1-01-SB-1-1-a / 01,USP-F-1-j-1-01-SB-1-1-a / 03,USP-F-1-j-1-01-SB-1-1-a / 04,USP-F-1-j-1-01-SB-1-1-a / 05,USP-F-1-j-1-01-SB-1-1-a / 06,,USP-F-1-j-1-01-SB-1-1-a / 07,USP-F-1-j-1-01-SB-1-1-a / 10,USP-F-1-j-1-01-SB-1-1-a / 08,USP-F-1-j-1-01-SB-1-1-a / 09,USP-F-1-j-1-01-SB-1-1-a / 24,USP-F-1-j-1-01-SB-1-1-a / 33,USP-F-1-j-1-01-SB-1-1-a / 25,USP-F-1-j-1-01-SB-1-1-a / 26,USP-F-1-j-1-01-SB-1-1-a / 27,USP-F-1-j-1-01-SB-1-1-a / 28,USP-F-1-j-1-01-SB-1-1-a / 31,USP-F-1-j-1-01-SB-1-1-a / 32,,,,,,,,,,,,,,,,,,,,,,,"17,6","17,6",15,15,"16,8","26,4","26,4","26,4","16,8","16,8","16,8","18,3","16,8","16,8","16,8","18,3","18,3","16,8","16,8","16,8","31,8","31,8","16,8","16,8","16,8","31,8",0,"11,2","18,3",0,"11,2","18,3",0,"11,2","18,3",0,"11,2","18,3",0,"11,2","16,8","11,2","11,2","11,2",15,0,"13,6",15,"17,6","17,6","11,2","11,2",0,0,0,0,"11,2","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-T-600-332,2A,P,T,600,600 mm,"36,05%",816,332,5000,PP-F-1-j-1-06 / 25,PP-F-1-j-1-06 / 26,PP-F-1-j-1-06 / 27,PP-F-1-j-1-06 / 24,PP-F-1-j-1-06 / 16,PP-F-1-j-1-06 / 05,PP-F-1-j-1-06 / 07,PP-F-1-j-1-06 / 06,PP-F-1-j-1-06 / 08,PP-F-1-j-1-06 / 20,PP-F-1-j-1-06 / 21,PP-F-1-j-1-06 / 22,PP-F-1-j-1-06 / 15,PP-F-1-j-1-06 / 14,PP-F-1-j-1-06 / 09,PP-F-1-j-1-06 / 01,PP-F-1-j-1-06 / 02,PP-F-1-j-1-06 / 03,PP-F-1-j-1-06 / 04,PP-F-1-j-1-06 / 10,PP-F-1-j-1-06 / 11,PP-F-1-j-1-06 / 12,PP-F-1-j-1-06 / 13,PP-F-1-j-1-06 / 17,PP-F-1-j-1-06 / 18,PP-F-1-j-1-06 / 19,PP-F-1-j-1-07 / 01,PP-F-1-j-1-07 / 02,PP-F-1-j-1-07 / 03,PP-F-1-j-1-07 / 04,PP-F-1-j-1-07 / 05,PP-F-1-j-1-07 / 06,PP-F-1-j-1-07 / 07,PP-F-1-j-1-07 / 08,PP-F-1-j-1-07 / 09,PP-F-1-j-1-07 / 10,PP-F-1-j-1-07 / 11,PP-F-1-j-1-07 / 12,PP-F-1-j-1-07 / 13,PP-F-1-j-1-07 / 14,USP-F-1-j-1-01-SB-1-1-a / 01,USP-F-1-j-1-01-SB-1-1-a / 03,USP-F-1-j-1-01-SB-1-1-a / 04,USP-F-1-j-1-01-SB-1-1-a / 05,USP-F-1-j-1-01-SB-1-1-a / 06,,USP-F-1-j-1-01-SB-1-1-a / 07,USP-F-1-j-1-01-SB-1-1-a / 10,USP-F-1-j-1-01-SB-1-1-a / 08,USP-F-1-j-1-01-SB-1-1-a / 09,USP-F-1-j-1-01-SB-1-1-a / 24,USP-F-1-j-1-01-SB-1-1-a / 33,USP-F-1-j-1-01-SB-1-1-a / 25,USP-F-1-j-1-01-SB-1-1-a / 26,USP-F-1-j-1-01-SB-1-1-a / 27,USP-F-1-j-1-01-SB-1-1-a / 28,USP-F-1-j-1-01-SB-1-1-a / 31,USP-F-1-j-1-01-SB-1-1-a / 32,,,,,,,,,,,,,,,,,,,,,,,"17,6","17,6",15,15,"16,8","26,4","26,4","26,4","16,8","16,8","16,8","16,8","18,3","16,8","16,8","18,3","18,3","16,8","16,8","16,8","31,8","31,8","16,8","16,8","16,8","31,8",0,"11,2","18,3",0,"11,2","18,3",0,"11,2","18,3",0,"11,2","18,3",0,"11,2","16,8","11,2","11,2","11,2",15,0,"13,6",15,"17,6","17,6","11,2","11,2",0,0,0,0,"11,2","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-233,2A,P,E,900,900 mm,"32,56%",1193,233,6967,BDC E-1-j-1 / 01,BDC E-1-j-1 / 02,BDC E-1-j-1 / 03,BDC E-1-j-1 / 14,XFMR-E-1-j-1-05 / 01,UPS-E-1-j-1-01-NA / 02,UP-E-1-j-1-01-NA-01 / 06,MTS E-1-j-1-01-NA-1-1 / 01,EP-E-1-j1 / 01,EP-E-1-j1 / 02,EP-E-1-j1 / 03,EP-E-1-j1 / 04,EP-E-1-j1 / 05,EP-E-1-j1 / 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"212,8","212,8","319,2","64,5",0,"319,2","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-233,2A,P,E,900,900 mm,"32,56%",1193,233,4264,BDC E-1-j-1 / 01,BDC E-1-j-1 / 02,BDC E-1-j-1 / 03,BDC E-1-j-1 / 14,XFMR-E-1-j-1-05 / 01,UPS-E-1-j-1-01-NA / 02,UP-E-1-j-1-01-NA-01 / 06,MTS E-1-j-1-01-NA-1-1 / 01,EP-E-1-j1 / 01,EP-E-1-j1 / 02,EP-E-1-j1 / 03,EP-E-1-j1 / 04,EP-E-1-j1 / 05,EP-E-1-j1 / 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"212,8","212,8","319,2","64,5",0,"319,2","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-233,2A,P,E,900,900 mm,"32,56%",1193,233,823,BDC E-1-j-1 / 01,BDC E-1-j-1 / 02,BDC E-1-j-1 / 03,BDC E-1-j-1 / 14,XFMR-E-1-j-1-05 / 01,UPS-E-1-j-1-01-NA / 02,UP-E-1-j-1-01-NA-01 / 06,MTS E-1-j-1-01-NA-1-1 / 01,EP-E-1-j1 / 01,EP-E-1-j1 / 02,EP-E-1-j1 / 03,EP-E-1-j1 / 04,EP-E-1-j1 / 05,EP-E-1-j1 / 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"212,8","212,8","319,2","64,5",0,"319,2","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-233,2A,P,E,900,900 mm,"32,56%",1193,233,6890,BDC E-1-j-1 / 01,BDC E-1-j-1 / 02,BDC E-1-j-1 / 03,BDC E-1-j-1 / 14,XFMR-E-1-j-1-05 / 01,UPS-E-1-j-1-01-NA / 02,UP-E-1-j-1-01-NA-01 / 06,MTS E-1-j-1-01-NA-1-1 / 01,EP-E-1-j1 / 01,EP-E-1-j1 / 02,EP-E-1-j1 / 03,EP-E-1-j1 / 04,EP-E-1-j1 / 05,EP-E-1-j1 / 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"212,8","212,8","319,2","64,5",0,"319,2","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-233,2A,P,E,900,900 mm,"32,56%",1193,233,1284,BDC E-1-j-1 / 01,BDC E-1-j-1 / 02,BDC E-1-j-1 / 03,BDC E-1-j-1 / 14,XFMR-E-1-j-1-05 / 01,UPS-E-1-j-1-01-NA / 02,UP-E-1-j-1-01-NA-01 / 06,MTS E-1-j-1-01-NA-1-1 / 01,EP-E-1-j1 / 01,EP-E-1-j1 / 02,EP-E-1-j1 / 03,EP-E-1-j1 / 04,EP-E-1-j1 / 05,EP-E-1-j1 / 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"212,8","212,8","319,2","64,5",0,"319,2","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-233,2A,P,E,900,900 mm,"32,56%",1193,233,1291,BDC E-1-j-1 / 01,BDC E-1-j-1 / 02,BDC E-1-j-1 / 03,BDC E-1-j-1 / 14,XFMR-E-1-j-1-05 / 01,UPS-E-1-j-1-01-NA / 02,UP-E-1-j-1-01-NA-01 / 06,MTS E-1-j-1-01-NA-1-1 / 01,EP-E-1-j1 / 01,EP-E-1-j1 / 02,EP-E-1-j1 / 03,EP-E-1-j1 / 04,EP-E-1-j1 / 05,EP-E-1-j1 / 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"212,8","212,8","319,2","64,5",0,"319,2","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-233,2A,P,E,900,900 mm,"32,56%",1193,233,19501,BDC E-1-j-1 / 01,BDC E-1-j-1 / 02,BDC E-1-j-1 / 03,BDC E-1-j-1 / 14,XFMR-E-1-j-1-05 / 01,UPS-E-1-j-1-01-NA / 02,UP-E-1-j-1-01-NA-01 / 06,MTS E-1-j-1-01-NA-1-1 / 01,EP-E-1-j1 / 01,EP-E-1-j1 / 02,EP-E-1-j1 / 03,EP-E-1-j1 / 04,EP-E-1-j1 / 05,EP-E-1-j1 / 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"212,8","212,8","319,2","64,5",0,"319,2","64,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-330,2A,P,E,900,900 mm,"31,52%",1184,330,811,BDC F-1-j-1 / 09,BDC F-1-j-1 / 18,BDC F-1-j-1 / 19,BDC F-1-j-1 / 20,BDC F-1-j-1 / 27,RP-F-1-j-1-02 / 40,LP-F-1-j-1-03 / 25,CP-F-1-j-1-01 / 02,CP-F-1-j-1-01 / 04,USP-F-1-j-1-01-SB-1-1 / 40,PP-F-1-j-1-03 / 18,PP-F-1-j-1-03 / 21,PP-F-1-j-1-06 / 23,RP-F-1-j-1-02-a / 23,USP-F-1-j-1-01-SB-1-1 / 38,USP-F-1-j-1-01-SB-1-1-a / 11,USP-F-1-j-1-01-SB-1-1-a / 12,USP-F-1-j-1-01-SB-1-1-a / 13,USP-F-1-j-1-01-SB-1-1-a / 17,USP-F-1-j-1-01-SB-1-1-a / 18,USP-F-1-j-1-01-SB-1-1-a / 19,USP-F-1-j-1-01-SB-1-1-a / 20,USP-F-1-j-1-01-SB-1-1-a / 29,USP-F-1-j-1-01-SB-1-1-a / 30,USP-F-1-j-1-01-SB-1-1-a / 14,USP-F-1-j-1-01-SB-1-1-a / 16,USP-F-1-j-1-01-SB-1-1-a / 21,USP-F-1-j-1-01-SB-1-1-a / 22,USP-F-1-j-1-01-SB-1-1-a / 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159,6","64,5","58,8","159,6","159,6","35,1","31,8","117,6","117,6","35,1","13,6","11,2","16,8","16,8","11,2",15,"13,6","11,2","17,6","13,6","12,2","11,2","12,2","12,2","11,2","11,2","11,2","11,2","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-330,2A,P,E,900,900 mm,"31,52%",1184,330,1025,BDC F-1-j-1 / 09,BDC F-1-j-1 / 18,BDC F-1-j-1 / 19,BDC F-1-j-1 / 20,BDC F-1-j-1 / 27,RP-F-1-j-1-02 / 40,LP-F-1-j-1-03 / 25,CP-F-1-j-1-01 / 02,CP-F-1-j-1-01 / 04,USP-F-1-j-1-01-SB-1-1 / 40,PP-F-1-j-1-03 / 18,PP-F-1-j-1-03 / 21,PP-F-1-j-1-06 / 23,RP-F-1-j-1-02-a / 23,USP-F-1-j-1-01-SB-1-1 / 38,USP-F-1-j-1-01-SB-1-1-a / 11,USP-F-1-j-1-01-SB-1-1-a / 12,USP-F-1-j-1-01-SB-1-1-a / 13,USP-F-1-j-1-01-SB-1-1-a / 17,USP-F-1-j-1-01-SB-1-1-a / 18,USP-F-1-j-1-01-SB-1-1-a / 19,USP-F-1-j-1-01-SB-1-1-a / 20,USP-F-1-j-1-01-SB-1-1-a / 29,USP-F-1-j-1-01-SB-1-1-a / 30,USP-F-1-j-1-01-SB-1-1-a / 14,USP-F-1-j-1-01-SB-1-1-a / 16,USP-F-1-j-1-01-SB-1-1-a / 21,USP-F-1-j-1-01-SB-1-1-a / 22,USP-F-1-j-1-01-SB-1-1-a / 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159,6","64,5","58,8","159,6","159,6","35,1","31,8","117,6","117,6","35,1","13,6","11,2","16,8","16,8","11,2",15,"13,6","11,2","17,6","13,6","12,2","11,2","12,2","12,2","11,2","11,2","11,2","11,2","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-330,2A,P,E,900,900 mm,"31,52%",1184,330,1389,BDC F-1-j-1 / 09,BDC F-1-j-1 / 18,BDC F-1-j-1 / 19,BDC F-1-j-1 / 20,BDC F-1-j-1 / 27,RP-F-1-j-1-02 / 40,LP-F-1-j-1-03 / 25,CP-F-1-j-1-01 / 02,CP-F-1-j-1-01 / 04,USP-F-1-j-1-01-SB-1-1 / 40,PP-F-1-j-1-03 / 18,PP-F-1-j-1-03 / 21,PP-F-1-j-1-06 / 23,RP-F-1-j-1-02-a / 23,USP-F-1-j-1-01-SB-1-1 / 38,USP-F-1-j-1-01-SB-1-1-a / 11,USP-F-1-j-1-01-SB-1-1-a / 12,USP-F-1-j-1-01-SB-1-1-a / 13,USP-F-1-j-1-01-SB-1-1-a / 17,USP-F-1-j-1-01-SB-1-1-a / 18,USP-F-1-j-1-01-SB-1-1-a / 19,USP-F-1-j-1-01-SB-1-1-a / 20,USP-F-1-j-1-01-SB-1-1-a / 29,USP-F-1-j-1-01-SB-1-1-a / 30,USP-F-1-j-1-01-SB-1-1-a / 14,USP-F-1-j-1-01-SB-1-1-a / 16,USP-F-1-j-1-01-SB-1-1-a / 21,USP-F-1-j-1-01-SB-1-1-a / 22,USP-F-1-j-1-01-SB-1-1-a / 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159,6","64,5","58,8","159,6","159,6","35,1","31,8","117,6","117,6","35,1","13,6","11,2","16,8","16,8","11,2",15,"13,6","11,2","17,6","13,6","12,2","11,2","12,2","12,2","11,2","11,2","11,2","11,2","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-T-600-332,2A,P,T,600,600 mm,"31,38%",788,332,6154,PP-F-1-j-1-06 / 25,PP-F-1-j-1-06 / 26,PP-F-1-j-1-06 / 27,PP-F-1-j-1-06 / 24,PP-F-1-j-1-06 / 05,PP-F-1-j-1-06 / 07,PP-F-1-j-1-06 / 06,PP-F-1-j-1-06 / 08,PP-F-1-j-1-06 / 09,PP-F-1-j-1-06 / 14,PP-F-1-j-1-06 / 15,PP-F-1-j-1-06 / 20,PP-F-1-j-1-06 / 21,PP-F-1-j-1-06 / 22,PP-F-1-j-1-06 / 01,PP-F-1-j-1-06 / 02,PP-F-1-j-1-06 / 03,PP-F-1-j-1-06 / 04,PP-F-1-j-1-06 / 10,PP-F-1-j-1-06 / 11,PP-F-1-j-1-06 / 12,PP-F-1-j-1-06 / 13,PP-F-1-j-1-06 / 17,PP-F-1-j-1-06 / 18,PP-F-1-j-1-06 / 19,PP-F-1-j-1-07 / 01,PP-F-1-j-1-07 / 02,PP-F-1-j-1-07 / 03,PP-F-1-j-1-07 / 04,PP-F-1-j-1-07 / 05,PP-F-1-j-1-07 / 06,PP-F-1-j-1-07 / 07,PP-F-1-j-1-07 / 08,PP-F-1-j-1-07 / 09,PP-F-1-j-1-07 / 10,PP-F-1-j-1-07 / 11,PP-F-1-j-1-07 / 12,USP-F-1-j-1-01-SB-1-1-a / 01,USP-F-1-j-1-01-SB-1-1-a / 03,USP-F-1-j-1-01-SB-1-1-a / 04,USP-F-1-j-1-01-SB-1-1-a / 05,USP-F-1-j-1-01-SB-1-1-a / 06,USP-F-1-j-1-01-SB-1-1-a / 07,USP-F-1-j-1-01-SB-1-1-a / 08,USP-F-1-j-1-01-SB-1-1-a / 09,,USP-F-1-j-1-01-SB-1-1-a / 10,USP-F-1-j-1-01-SB-1-1-a / 25,USP-F-1-j-1-01-SB-1-1-a / 24,USP-F-1-j-1-01-SB-1-1-a / 33,USP-F-1-j-1-01-SB-1-1-a / 26,USP-F-1-j-1-01-SB-1-1-a / 27,USP-F-1-j-1-01-SB-1-1-a / 28,USP-F-1-j-1-01-SB-1-1-a / 31,USP-F-1-j-1-01-SB-1-1-a / 32,,,,,,,,,,,,,,,,,,,,,,,,,,"17,6","17,6",15,15,"26,4","26,4","26,4","16,8","16,8","16,8","18,3","16,8","16,8","16,8","18,3","18,3","16,8","16,8","16,8","31,8","31,8","16,8","16,8","16,8","31,8",0,"11,2","18,3",0,"11,2","18,3",0,"11,2","18,3",0,"11,2","18,3","16,8","11,2","11,2","11,2",15,"13,6","17,6","17,6",0,15,0,"11,2","11,2",0,0,0,"11,2","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2A-P-E-900-271,2A,P,E,900,900 mm,"30,17%",1172,271,7940,BDC F-1-j-1 / 09,BDC F-1-j-1 / 18,BDC F-1-j-1 / 19,BDC F-1-j-1 / 20,BDC F-1-j-1 / 22,BDC F-1-j-1 / 27,RP-F-1-j-1-02 / 40,LP-F-1-j-1-03 / 25,CP-F-1-j-1-01 / 02,CP-F-1-j-1-01 / 04,USP-F-1-j-1-01-SB-1-1 / 40,PP-F-1-j-1-03 / 18,PP-F-1-j-1-03 / 21,USP-F-1-j-1-01-SB-1-1 / 38,USP-F-1-j-1-01-SB-1-1-a / 11,USP-F-1-j-1-01-SB-1-1-a / 12,USP-F-1-j-1-01-SB-1-1-a / 17,USP-F-1-j-1-01-SB-1-1-a / 18,USP-F-1-j-1-01-SB-1-1-a / 19,USP-F-1-j-1-01-SB-1-1-a / 20,USP-F-1-j-1-01-SB-1-1-a / 29,USP-F-1-j-1-01-SB-1-1-a / 30,USP-F-1-j-1-01-SB-1-1-a / 16,USP-F-1-j-1-01-SB-1-1-a / 21,USP-F-1-j-1-01-SB-1-1-a / 22,USP-F-1-j-1-01-SB-1-1-a / 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159,6","64,5","58,8","159,6","43,8","159,6","35,1","31,8","117,6","117,6","35,1","13,6","11,2","11,2",15,"13,6","17,6","13,6","12,2","11,2","12,2","12,2","11,2","11,2","11,2","11,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
